textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2014,47.493827
Tequila,2014,21.363026
Total,2014,68.856853

SubCategoria,Year,Valor
Tequila 100%,2014,47.5
Tequila,2014,21.4
Total,2014,68.9

