Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.2827238941206752,52637.03569854974
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.167816340338665,31243.750107077743
TEQUILA 100% DE AGAVE,JOVEN,0.2674648212255741,49796.12843386916
TEQUILA 100% DE AGAVE,REPOSADO,0.2819949443150857,52501.321110086676
