Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.34033493580811985,55543.94491384693
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.029511569725198788,4816.399466147564
TEQUILA 100% DE AGAVE,JOVEN,0.30209707050721757,49303.38110321934
TEQUILA 100% DE AGAVE,REPOSADO,0.3280564239594638,53540.045478350024
