textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2012,3.94480075
Tequila,2012,8.762290625
Total,2012,12.707091375

SubCategoria,Year,Valor
Tequila 100%,2012,3.9
Tequila,2012,8.8
Total,2012,12.7

