textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2014,5.917990375
Tequila,2014,11.3720145
Total,2014,17.290004875

SubCategoria,Year,Valor
Tequila 100%,2014,5.9
Tequila,2014,11.4
Total,2014,17.3

