textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2004,17.957693
Tequila,2004,24.567561
Total,2004,42.525254

SubCategoria,Year,Valor
Tequila 100%,2004,18.0
Tequila,2004,24.6
Total,2004,42.5

