textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2004,11.703509
Tequila,2004,27.954653
Total,2004,39.658162

SubCategoria,Year,Valor
Tequila 100%,2004,11.7
Tequila,2004,28.0
Total,2004,39.7

