textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2010,14.466414875
Tequila,2010,8.99245325
Total,2010,23.458868125

SubCategoria,Year,Valor
Tequila 100%,2010,14.5
Tequila,2010,9.0
Total,2010,23.5

