textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2015,29.61524
Tequila,2015,30.643283
Total,2015,60.258523

SubCategoria,Year,Valor
Tequila 100%,2015,29.6
Tequila,2015,30.6
Total,2015,60.3

