textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,1999,6.2111115
Envasado,1999,0.969057375
Total,1999,7.180168875

SubCategoria,Year,Valor
Granel,1999,6.2
Envasado,1999,1.0
Total,1999,7.2

