textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2005,1.521284875
Tequila,2005,7.753692375
Total,2005,9.27497725

SubCategoria,Year,Valor
Tequila 100%,2005,1.5
Tequila,2005,7.8
Total,2005,9.3

