textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2005,2.19493175
Tequila,2005,10.059418875
Total,2005,12.254350625

SubCategoria,Year,Valor
Tequila 100%,2005,2.2
Tequila,2005,10.1
Total,2005,12.3

