textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2015,6.229696
Tequila,2015,10.971877125
Total,2015,17.201573125

SubCategoria,Year,Valor
Tequila 100%,2015,6.2
Tequila,2015,11.0
Total,2015,17.2

