textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2006,29.245882
Tequila,2006,18.219588
Total,2006,47.46547

SubCategoria,Year,Valor
Tequila 100%,2006,29.2
Tequila,2006,18.2
Total,2006,47.5

