textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2006,39.333236
Tequila,2006,28.896792
Total,2006,68.230028

SubCategoria,Year,Valor
Tequila 100%,2006,39.3
Tequila,2006,28.9
Total,2006,68.2

