textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2020,12.7430325
Tequila,2020,10.409881625
Total,2020,23.152914125

SubCategoria,Year,Valor
Tequila 100%,2020,12.7
Tequila,2020,10.4
Total,2020,23.2

