textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2009,3.67203925
Tequila,2009,8.772795625
Total,2009,12.444834875

SubCategoria,Year,Valor
Tequila 100%,2009,3.7
Tequila,2009,8.8
Total,2009,12.4

