textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2009,9.144386625
Tequila,2009,11.5198765
Total,2009,20.664263125

SubCategoria,Year,Valor
Tequila 100%,2009,9.1
Tequila,2009,11.5
Total,2009,20.7

