textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2008,6.523818125
Envasado,2008,4.5284053925
Total,2008,11.0522235175

SubCategoria,Year,Valor
Granel,2008,6.5
Envasado,2008,4.5
Total,2008,11.1

