textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2008,6.177512
Envasado,2008,5.29321375
Total,2008,11.47072575

SubCategoria,Year,Valor
Granel,2008,6.2
Envasado,2008,5.3
Total,2008,11.5

