textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1997,2.804594375
Tequila,1997,10.551058375
Total,1997,13.35565275

SubCategoria,Year,Valor
Tequila 100%,1997,2.8
Tequila,1997,10.6
Total,1997,13.4

