textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1998,0.556903875
Tequila,1998,6.884708875
Total,1998,7.44161275

SubCategoria,Year,Valor
Tequila 100%,1998,0.6
Tequila,1998,6.9
Total,1998,7.4

