textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2019,15.33750625
Tequila,2019,12.35956975
Total,2019,27.697076

SubCategoria,Year,Valor
Tequila 100%,2019,15.3
Tequila,2019,12.4
Total,2019,27.7

