textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2001,10.425542
Tequila,2001,14.716527
Total,2001,25.142069

SubCategoria,Year,Valor
Tequila 100%,2001,10.4
Tequila,2001,14.7
Total,2001,25.1

