textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2001,11.680735
Tequila,2001,19.440716
Total,2001,31.121451

SubCategoria,Year,Valor
Tequila 100%,2001,11.7
Tequila,2001,19.4
Total,2001,31.1

