textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2003,18.083295
Tequila,2003,19.398392
Total,2003,37.481687

SubCategoria,Year,Valor
Tequila 100%,2003,18.1
Tequila,2003,19.4
Total,2003,37.5

