Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.19470650187802677,24143.905822990968
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.09278122286338338,11505.014395249975
TEQUILA 100% DE AGAVE,JOVEN,0.4229952420465257,52452.06086616632
TEQUILA 100% DE AGAVE,REPOSADO,0.28951703321206396,35900.55759104916
