Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.3411527691016345,34777.98400530958
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.042278230330853775,4309.950706515261
TEQUILA 100% DE AGAVE,JOVEN,0.26350603452620996,26862.477705185887
TEQUILA 100% DE AGAVE,REPOSADO,0.3530629660413017,35992.13987969568
