Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.10828277283258379,8176.904732337301
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.141633150320697,10695.337280508327
TEQUILA 100% DE AGAVE,JOVEN,0.40870937782911404,30863.4287643202
TEQUILA 100% DE AGAVE,REPOSADO,0.34137469901760514,25778.693312675397
