Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.15250843178715537,6168.140303931649
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.17557621584041913,7101.107267619957
TEQUILA 100% DE AGAVE,JOVEN,0.3463060233176237,14006.203557983428
TEQUILA 100% DE AGAVE,REPOSADO,0.32560932905480183,13169.134337975787
