Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.12844742308992785,5521.140629093742
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.12365281199281208,5315.050685892184
TEQUILA 100% DE AGAVE,JOVEN,0.32288616907055073,13878.82998150734
TEQUILA 100% DE AGAVE,REPOSADO,0.4250135958467092,18268.640783113522
