Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.32746239875639815,34426.46828532081
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.12692253725084626,13343.500566638215
TEQUILA 100% DE AGAVE,JOVEN,0.22867537509809926,24040.884017053075
TEQUILA 100% DE AGAVE,REPOSADO,0.3169396888946562,33320.20466938614
