textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1998,28.315301
Tequila,1998,17.708766
Total,1998,46.024067

SubCategoria,Year,Valor
Tequila 100%,1998,28.3
Tequila,1998,17.7
Total,1998,46.0

