textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2012,10.70103375
Tequila,2012,14.357245375
Total,2012,25.058279125

SubCategoria,Year,Valor
Tequila 100%,2012,10.7
Tequila,2012,14.4
Total,2012,25.1

