textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2006,4.562707875
Tequila,2006,11.434484875
Total,2006,15.99719275

SubCategoria,Year,Valor
Tequila 100%,2006,4.6
Tequila,2006,11.4
Total,2006,16.0

