textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2011,62.339907
Tequila,2011,25.930666
Total,2011,88.270573

SubCategoria,Year,Valor
Tequila 100%,2011,62.3
Tequila,2011,25.9
Total,2011,88.3

