textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2023,24.08505275
Tequila,2023,9.45171425
Total,2023,33.536767

SubCategoria,Year,Valor
Tequila 100%,2023,24.1
Tequila,2023,9.5
Total,2023,33.5

