textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2017,63.457298
Tequila,2017,16.38573
Total,2017,79.843028

SubCategoria,Year,Valor
Tequila 100%,2017,63.5
Tequila,2017,16.4
Total,2017,79.8

