textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2025,32.288763375
Tequila,2025,16.561590375
Total,2025,48.85035375

SubCategoria,Year,Valor
Tequila 100%,2025,32.3
Tequila,2025,16.6
Total,2025,48.9

