textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2002,0.995025625
Tequila,2002,7.38076075
Total,2002,8.375786375

SubCategoria,Year,Valor
Tequila 100%,2002,1.0
Tequila,2002,7.4
Total,2002,8.4

