textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2024,25.892310125
Tequila,2024,11.096982875
Total,2024,36.989293

SubCategoria,Year,Valor
Tequila 100%,2024,25.9
Tequila,2024,11.1
Total,2024,37.0

