textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2024,29.858926625
Tequila,2024,13.17554425
Total,2024,43.034470875

SubCategoria,Year,Valor
Tequila 100%,2024,29.9
Tequila,2024,13.2
Total,2024,43.0

