textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2010,66.104661
Tequila,2010,15.993143
Total,2010,82.097804

SubCategoria,Year,Valor
Tequila 100%,2010,66.1
Tequila,2010,16.0
Total,2010,82.1

