textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2023,7.785525
Envasado,2023,17.11545825
Total,2023,24.90098325

SubCategoria,Year,Valor
Granel,2023,7.8
Envasado,2023,17.1
Total,2023,24.9

