textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,219.290428
Tequila,2022,17.004813
Total,2022,236.295241

SubCategoria,Year,Valor
Tequila 100%,2022,219.3
Tequila,2022,17.0
Total,2022,236.3

