textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,201.153708
Tequila,2022,33.212307
Total,2022,234.366015

SubCategoria,Year,Valor
Tequila 100%,2022,201.2
Tequila,2022,33.2
Total,2022,234.4

