textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,164.203054
Tequila,2022,34.823203
Total,2022,199.026257

SubCategoria,Year,Valor
Tequila 100%,2022,164.2
Tequila,2022,34.8
Total,2022,199.0

