textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,195.298273
Tequila,2022,35.295968
Total,2022,230.594241

SubCategoria,Year,Valor
Tequila 100%,2022,195.3
Tequila,2022,35.3
Total,2022,230.6

