SubCategoria,Year,Valor,AñoArchivo,Mes
Total,2022,41.5,2022,1
Tequila 100%,2022,32.6,2022,2
Tequila,2022,18.2,2022,2
Total,2022,50.8,2022,2
Tequila 100%,2022,39.9,2022,3
Tequila,2022,16.2,2022,3
Total,2022,56.1,2022,3
Tequila 100%,2022,34.8,2022,4
Tequila,2022,16.1,2022,4
Total,2022,51.0,2022,4
Tequila 100%,2022,47.8,2022,5
Tequila,2022,7.7,2022,5
Total,2022,55.5,2022,5
Tequila 100%,2022,45.0,2022,6
Tequila,2022,15.2,2022,6
Total,2022,60.2,2022,6
Tequila 100%,2022,36.8,2022,7
Tequila,2022,22.3,2022,7
Total,2022,59.1,2022,7
Tequila 100%,2022,35.5,2022,8
Tequila,2022,16.6,2022,8
Total,2022,52.1,2022,8
Tequila 100%,2022,37.6,2022,9
Tequila,2022,7.2,2022,9
Total,2022,44.8,2022,9
Tequila 100%,2022,41.6,2022,10
Tequila,2022,21.3,2022,10
Total,2022,62.9,2022,10
Tequila 100%,2022,44.6,2022,11
Tequila,2022,23.0,2022,11
Total,2022,67.5,2022,11
Tequila 100%,2022,39.7,2022,12
Tequila,2022,10.2,2022,12
Total,2022,49.9,2022,12
Tequila 100%,2023,40.5,2023,1
Tequila,2023,10.1,2023,1
Total,2023,50.6,2023,1
Tequila 100%,2023,41.1,2023,2
Tequila,2023,17.6,2023,2
Total,2023,58.7,2023,2
Tequila 100%,2023,42.3,2023,3
Tequila,2023,22.0,2023,3
Total,2023,64.4,2023,3
Tequila 100%,2023,39.5,2023,4
Tequila,2023,17.8,2023,4
Total,2023,57.3,2023,4
Tequila 100%,2023,45.1,2023,5
Tequila,2023,24.2,2023,5
Total,2023,69.3,2023,5
Tequila 100%,2023,42.8,2023,6
Tequila,2023,17.0,2023,6
Total,2023,59.7,2023,6
Tequila 100%,2023,43.4,2023,7
Tequila,2023,11.3,2023,7
Total,2023,54.7,2023,7
Tequila 100%,2023,34.1,2023,8
Tequila,2023,9.0,2023,8
Total,2023,43.1,2023,8
Tequila 100%,2023,27.0,2023,9
Tequila,2023,12.0,2023,9
Total,2023,39.0,2023,9
Tequila 100%,2023,27.1,2023,10
Tequila,2023,13.8,2023,10
Total,2023,40.9,2023,10
Tequila 100%,2023,25.9,2023,11
Tequila,2023,13.6,2023,11
Total,2023,39.5,2023,11
Tequila 100%,2023,18.3,2023,12
Tequila,2023,3.2,2023,12
Total,2023,21.5,2023,12
Tequila 100%,2024,25.9,2024,1
Tequila,2024,11.1,2024,1
Total,2024,37.0,2024,1
Tequila 100%,2024,29.5,2024,2
Tequila,2024,15.6,2024,2
Total,2024,45.1,2024,2
Tequila 100%,2024,34.7,2024,3
Tequila,2024,12.8,2024,3
Total,2024,47.6,2024,3
Tequila 100%,2024,33.1,2024,4
Tequila,2024,11.5,2024,4
Total,2024,44.6,2024,4
Tequila 100%,2024,32.6,2024,5
Tequila,2024,12.7,2024,5
Total,2024,45.3,2024,5
Tequila 100%,2024,29.9,2024,6
Tequila,2024,13.2,2024,6
Total,2024,43.0,2024,6
Tequila 100%,2024,28.0,2024,7
Tequila,2024,18.9,2024,7
Total,2024,46.9,2024,7
Tequila 100%,2024,27.7,2024,8
Tequila,2024,12.5,2024,8
Total,2024,40.2,2024,8
Tequila 100%,2024,25.6,2024,9
Tequila,2024,8.8,2024,9
Total,2024,34.4,2024,9
Tequila 100%,2024,30.7,2024,10
Tequila,2024,9.4,2024,10
Total,2024,40.1,2024,10
Tequila 100%,2024,31.1,2024,11
Tequila,2024,9.1,2024,11
Total,2024,40.1,2024,11
Tequila 100%,2024,19.8,2024,12
Tequila,2024,11.8,2024,12
Total,2024,31.6,2024,12
Tequila 100%,2025,26.2,2025,1
Tequila,2025,10.9,2025,1
Total,2025,37.0,2025,1
Tequila 100%,2025,32.3,2025,2
Tequila,2025,16.6,2025,2
Total,2025,48.9,2025,2
