SubCategoria,Year,Valor,AñoArchivo,Mes
Total,2020,22.2,2020,2
Tequila 100%,2020,14.2,2020,3
Tequila,2020,11.2,2020,3
Total,2020,25.4,2020,3
Tequila 100%,2020,12.7,2020,4
Tequila,2020,10.4,2020,4
Total,2020,23.2,2020,4
Tequila 100%,2020,9.0,2020,5
Tequila,2020,8.4,2020,5
Total,2020,17.4,2020,5
Tequila 100%,2020,11.9,2020,6
Tequila,2020,9.2,2020,6
Total,2020,21.0,2020,6
Tequila 100%,2020,14.5,2020,7
Tequila,2020,11.3,2020,7
Total,2020,25.8,2020,7
Tequila 100%,2020,15.3,2020,8
Tequila,2020,11.2,2020,8
Total,2020,26.5,2020,8
Tequila 100%,2020,15.4,2020,9
Tequila,2020,14.8,2020,9
Total,2020,30.2,2020,9
Tequila 100%,2020,16.7,2020,10
Tequila,2020,11.2,2020,10
Total,2020,27.9,2020,10
Tequila 100%,2020,16.5,2020,11
Tequila,2020,9.3,2020,11
Total,2020,25.8,2020,11
Tequila 100%,2020,14.4,2020,12
Tequila,2020,7.8,2020,12
Total,2020,22.2,2020,12
Tequila 100%,2021,13.2,2021,1
Tequila,2021,7.4,2021,1
Total,2021,20.5,2021,1
Tequila 100%,2021,15.2,2021,2
Tequila,2021,6.0,2021,2
Total,2021,21.2,2021,2
Tequila 100%,2021,16.7,2021,3
Tequila,2021,10.2,2021,3
Total,2021,26.9,2021,3
Tequila 100%,2021,16.6,2021,4
Tequila,2021,9.8,2021,4
Total,2021,26.4,2021,4
Tequila 100%,2021,17.4,2021,5
Tequila,2021,11.7,2021,5
Total,2021,29.1,2021,5
Tequila 100%,2021,19.7,2021,6
Tequila,2021,13.3,2021,6
Total,2021,33.0,2021,6
Tequila 100%,2021,18.7,2021,7
Tequila,2021,13.4,2021,7
Total,2021,32.0,2021,7
Tequila 100%,2021,18.6,2021,8
Tequila,2021,12.4,2021,8
Total,2021,31.0,2021,8
Tequila 100%,2021,18.7,2021,9
Tequila,2021,11.3,2021,9
Total,2021,30.0,2021,9
Tequila 100%,2021,19.0,2021,10
Tequila,2021,11.1,2021,10
Total,2021,30.1,2021,10
Tequila 100%,2021,20.4,2021,11
Tequila,2021,10.9,2021,11
Total,2021,31.3,2021,11
Tequila 100%,2021,17.0,2021,12
Tequila,2021,10.7,2021,12
Total,2021,27.7,2021,12
Tequila 100%,2022,16.2,2022,1
Tequila,2022,10.4,2022,1
Total,2022,26.6,2022,1
Tequila 100%,2022,20.3,2022,2
Tequila,2022,12.2,2022,2
Total,2022,32.5,2022,2
Tequila 100%,2022,22.5,2022,3
Tequila,2022,12.6,2022,3
Total,2022,35.1,2022,3
Tequila 100%,2022,20.7,2022,4
Tequila,2022,10.6,2022,4
Total,2022,31.3,2022,4
Tequila 100%,2022,25.9,2022,5
Tequila,2022,11.5,2022,5
Total,2022,37.4,2022,5
Tequila 100%,2022,25.0,2022,6
Tequila,2022,15.5,2022,6
Total,2022,40.6,2022,6
Tequila 100%,2022,23.3,2022,7
Tequila,2022,13.8,2022,7
Total,2022,37.0,2022,7
Tequila 100%,2022,25.1,2022,8
Tequila,2022,16.5,2022,8
Total,2022,41.6,2022,8
Tequila 100%,2022,21.6,2022,9
Tequila,2022,14.0,2022,9
Total,2022,35.6,2022,9
Tequila 100%,2022,23.3,2022,10
Tequila,2022,11.0,2022,10
Total,2022,34.3,2022,10
Tequila 100%,2022,23.2,2022,11
Tequila,2022,12.8,2022,11
Total,2022,36.0,2022,11
Tequila 100%,2022,19.6,2022,12
Tequila,2022,11.3,2022,12
Total,2022,30.8,2022,12
Tequila 100%,2023,19.8,2023,1
Tequila,2023,11.8,2023,1
Total,2023,31.6,2023,1
Tequila 100%,2023,20.5,2023,2
Tequila,2023,11.2,2023,2
Total,2023,31.7,2023,2
Tequila 100%,2023,24.8,2023,3
Tequila,2023,14.8,2023,3
Total,2023,39.7,2023,3
Tequila 100%,2023,22.3,2023,4
Tequila,2023,12.9,2023,4
Total,2023,35.2,2023,4
Tequila 100%,2023,27.2,2023,5
Tequila,2023,13.7,2023,5
Total,2023,40.9,2023,5
Tequila 100%,2023,23.0,2023,6
Tequila,2023,13.9,2023,6
Total,2023,36.9,2023,6
Tequila 100%,2023,21.4,2023,7
Tequila,2023,11.3,2023,7
Total,2023,32.7,2023,7
Tequila 100%,2023,24.1,2023,8
Tequila,2023,9.5,2023,8
Total,2023,33.5,2023,8
Tequila 100%,2023,19.8,2023,9
Tequila,2023,9.6,2023,9
Total,2023,29.5,2023,9
Tequila 100%,2023,24.0,2023,10
Tequila,2023,10.2,2023,10
Total,2023,34.2,2023,10
Tequila 100%,2023,22.2,2023,11
Tequila,2023,8.3,2023,11
Total,2023,30.6,2023,11
Tequila 100%,2023,15.4,2023,12
Tequila,2023,9.5,2023,12
Total,2023,24.9,2023,12
Tequila 100%,2024,18.7,2024,1
Tequila,2024,10.0,2024,1
Total,2024,28.7,2024,1
Tequila 100%,2024,21.0,2024,2
Tequila,2024,10.2,2024,2
Total,2024,31.1,2024,2
Tequila 100%,2024,19.5,2024,3
Tequila,2024,10.9,2024,3
Total,2024,30.4,2024,3
Tequila 100%,2024,24.8,2024,4
Tequila,2024,13.0,2024,4
Total,2024,37.8,2024,4
Tequila 100%,2024,25.4,2024,5
Tequila,2024,11.1,2024,5
Total,2024,36.5,2024,5
Tequila 100%,2024,20.5,2024,6
Tequila,2024,11.3,2024,6
Total,2024,31.8,2024,6
Tequila 100%,2024,24.8,2024,7
Tequila,2024,12.5,2024,7
Total,2024,37.3,2024,7
Tequila 100%,2024,23.5,2024,8
Tequila,2024,10.7,2024,8
Total,2024,34.1,2024,8
Tequila 100%,2024,22.3,2024,9
Tequila,2024,8.5,2024,9
Total,2024,30.8,2024,9
Tequila 100%,2024,27.0,2024,10
Tequila,2024,12.0,2024,10
Total,2024,39.1,2024,10
Tequila 100%,2024,24.1,2024,11
Tequila,2024,8.8,2024,11
Total,2024,33.0,2024,11
Tequila 100%,2024,21.0,2024,12
Tequila,2024,10.6,2024,12
Total,2024,31.6,2024,12
Tequila 100%,2025,27.3,2025,1
Tequila,2025,9.9,2025,1
Total,2025,37.1,2025,1
Tequila 100%,2025,26.8,2025,2
Tequila,2025,11.7,2025,2
Total,2025,38.5,2025,2
Tequila 100%,2025,21.3,2025,3
Tequila,2025,10.3,2025,3
Total,2025,31.7,2025,3
