SubCategoria,Year,Valor,AñoArchivo,Mes
Total,2020,22.2,2020,2
Granel,2020,8.5,2020,3
Envasado,2020,16.9,2020,3
Total,2020,25.4,2020,3
Granel,2020,8.6,2020,4
Envasado,2020,14.5,2020,4
Total,2020,23.2,2020,4
Granel,2020,7.1,2020,5
Envasado,2020,10.3,2020,5
Total,2020,17.4,2020,5
Granel,2020,6.6,2020,6
Envasado,2020,14.4,2020,6
Total,2020,21.0,2020,6
Granel,2020,7.6,2020,7
Envasado,2020,18.3,2020,7
Total,2020,25.8,2020,7
Granel,2020,9.1,2020,8
Envasado,2020,17.4,2020,8
Total,2020,26.5,2020,8
Granel,2020,12.6,2020,9
Envasado,2020,17.7,2020,9
Total,2020,30.2,2020,9
Granel,2020,9.4,2020,10
Envasado,2020,18.6,2020,10
Total,2020,27.9,2020,10
Granel,2020,6.4,2020,11
Envasado,2020,19.4,2020,11
Total,2020,25.8,2020,11
Granel,2020,6.5,2020,12
Envasado,2020,15.7,2020,12
Total,2020,22.2,2020,12
Granel,2021,5.6,2021,1
Envasado,2021,14.9,2021,1
Total,2021,20.5,2021,1
Granel,2021,4.3,2021,2
Envasado,2021,17.0,2021,2
Total,2021,21.2,2021,2
Granel,2021,8.3,2021,3
Envasado,2021,18.6,2021,3
Total,2021,26.9,2021,3
Granel,2021,7.5,2021,4
Envasado,2021,18.9,2021,4
Total,2021,26.4,2021,4
Granel,2021,9.1,2021,5
Envasado,2021,20.0,2021,5
Total,2021,29.1,2021,5
Granel,2021,10.6,2021,6
Envasado,2021,22.4,2021,6
Total,2021,33.0,2021,6
Granel,2021,10.3,2021,7
Envasado,2021,21.7,2021,7
Total,2021,32.0,2021,7
Granel,2021,10.2,2021,8
Envasado,2021,20.8,2021,8
Total,2021,31.0,2021,8
Granel,2021,9.2,2021,9
Envasado,2021,20.8,2021,9
Total,2021,30.0,2021,9
Granel,2021,8.7,2021,10
Envasado,2021,21.4,2021,10
Total,2021,30.1,2021,10
Granel,2021,7.5,2021,11
Envasado,2021,23.8,2021,11
Total,2021,31.3,2021,11
Granel,2021,8.0,2021,12
Envasado,2021,19.8,2021,12
Total,2021,27.7,2021,12
Granel,2022,8.1,2022,1
Envasado,2022,18.6,2022,1
Total,2022,26.6,2022,1
Granel,2022,9.3,2022,2
Envasado,2022,23.2,2022,2
Total,2022,32.5,2022,2
Granel,2022,8.7,2022,3
Envasado,2022,26.4,2022,3
Total,2022,35.1,2022,3
Granel,2022,7.8,2022,4
Envasado,2022,23.6,2022,4
Total,2022,31.3,2022,4
Granel,2022,8.7,2022,5
Envasado,2022,28.8,2022,5
Total,2022,37.4,2022,5
Granel,2022,11.9,2022,6
Envasado,2022,28.7,2022,6
Total,2022,40.6,2022,6
Granel,2022,11.4,2022,7
Envasado,2022,25.7,2022,7
Total,2022,37.0,2022,7
Granel,2022,12.5,2022,8
Envasado,2022,29.1,2022,8
Total,2022,41.6,2022,8
Granel,2022,9.5,2022,9
Envasado,2022,26.1,2022,9
Total,2022,35.6,2022,9
Granel,2022,8.5,2022,10
Envasado,2022,25.8,2022,10
Total,2022,34.3,2022,10
Granel,2022,9.4,2022,11
Envasado,2022,26.6,2022,11
Total,2022,36.0,2022,11
Granel,2022,8.8,2022,12
Envasado,2022,22.0,2022,12
Total,2022,30.8,2022,12
Granel,2023,8.2,2023,1
Envasado,2023,23.4,2023,1
Total,2023,31.6,2023,1
Granel,2023,8.1,2023,2
Envasado,2023,23.6,2023,2
Total,2023,31.7,2023,2
Granel,2023,10.5,2023,3
Envasado,2023,29.1,2023,3
Total,2023,39.7,2023,3
Granel,2023,9.8,2023,4
Envasado,2023,25.4,2023,4
Total,2023,35.2,2023,4
Granel,2023,9.9,2023,5
Envasado,2023,31.0,2023,5
Total,2023,40.9,2023,5
Granel,2023,10.3,2023,6
Envasado,2023,26.6,2023,6
Total,2023,36.9,2023,6
Granel,2023,8.1,2023,7
Envasado,2023,24.6,2023,7
Total,2023,32.7,2023,7
Granel,2023,6.6,2023,8
Envasado,2023,27.0,2023,8
Total,2023,33.5,2023,8
Granel,2023,7.6,2023,9
Envasado,2023,21.9,2023,9
Total,2023,29.5,2023,9
Granel,2023,7.4,2023,10
Envasado,2023,26.8,2023,10
Total,2023,34.2,2023,10
Granel,2023,6.3,2023,11
Envasado,2023,24.3,2023,11
Total,2023,30.6,2023,11
Granel,2023,7.8,2023,12
Envasado,2023,17.1,2023,12
Total,2023,24.9,2023,12
Granel,2024,8.3,2024,1
Envasado,2024,20.4,2024,1
Total,2024,28.7,2024,1
Granel,2024,7.6,2024,2
Envasado,2024,23.5,2024,2
Total,2024,31.1,2024,2
Granel,2024,8.7,2024,3
Envasado,2024,21.7,2024,3
Total,2024,30.4,2024,3
Granel,2024,9.8,2024,4
Envasado,2024,27.9,2024,4
Total,2024,37.8,2024,4
Granel,2024,8.4,2024,5
Envasado,2024,28.1,2024,5
Total,2024,36.5,2024,5
Granel,2024,8.2,2024,6
Envasado,2024,23.6,2024,6
Total,2024,31.8,2024,6
Granel,2024,9.4,2024,7
Envasado,2024,27.8,2024,7
Total,2024,37.3,2024,7
Granel,2024,8.4,2024,8
Envasado,2024,25.7,2024,8
Total,2024,34.1,2024,8
Granel,2024,6.0,2024,9
Envasado,2024,24.7,2024,9
Total,2024,30.8,2024,9
Granel,2024,9.2,2024,10
Envasado,2024,29.9,2024,10
Total,2024,39.1,2024,10
Granel,2024,6.0,2024,11
Envasado,2024,27.0,2024,11
Total,2024,33.0,2024,11
Granel,2024,8.0,2024,12
Envasado,2024,23.5,2024,12
Total,2024,31.6,2024,12
Granel,2025,7.8,2025,1
Envasado,2025,29.3,2025,1
Total,2025,37.1,2025,1
Granel,2025,9.4,2025,2
Envasado,2025,29.0,2025,2
Total,2025,38.5,2025,2
Granel,2025,7.7,2025,3
Envasado,2025,24.0,2025,3
Total,2025,31.7,2025,3
