Total_Pais_Mes,Total_Categoria_Mes,Litros 40 % Alc. Vol,AñoArchivo,Mes,Lag_1,Lag_12,MA_4,Month_sin,Month_cos,Categoria_TEQUILA 100% DE AGAVE,NombrePais,Clase,Fecha
5775843.63,243527.89,57004.87,1997,2,5532315.75,5829070.98,4210118.785,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-02-01
5775843.63,243527.89,41268.18,1997,2,243527.89,5829070.98,2887921.82,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-02-01
5775843.63,243527.89,1004.85,1997,2,243527.89,5829070.98,1565724.855,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-02-01
5775843.63,243527.89,144249.99,1997,2,243527.89,5829070.98,243527.89,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-02-01
5346092.33,5265032.53,68191.04,1997,3,243527.89,290364.39,1498904.05,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-03-01
5346092.33,5265032.53,1416186.06,1997,3,5265032.53,290364.39,2754280.21,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-03-01
5346092.33,5265032.53,3780589.89,1997,3,5265032.53,290364.39,4009656.37,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-03-01
5346092.33,5265032.53,65.55,1997,3,5265032.53,290364.39,5265032.53,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-03-01
5346092.33,81059.8,27433.3,1997,3,5265032.53,5532315.75,3969039.3475,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-03-01
5346092.33,81059.8,11944.24,1997,3,81059.8,5532315.75,2673046.165,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-03-01
5346092.33,81059.8,3288.6,1997,3,81059.8,5532315.75,1377052.9825000002,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-03-01
5346092.33,81059.8,38393.66,1997,3,81059.8,5532315.75,81059.8,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-03-01
5911013.19,5745381.5,156878.49,1997,4,81059.8,243527.89,1497140.225,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-04-01
5911013.19,5745381.5,1743879.17,1997,4,5745381.5,243527.89,2913220.6500000004,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-04-01
5911013.19,5745381.5,3844612.13,1997,4,5745381.5,243527.89,4329301.075,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-04-01
5911013.19,5745381.5,11.7,1997,4,5745381.5,243527.89,5745381.5,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-04-01
5911013.19,165631.69,38186.89,1997,4,5745381.5,5265032.53,4350444.047499999,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-04-01
5911013.19,165631.69,29016.8,1997,4,165631.69,5265032.53,2955506.5949999997,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-04-01
5911013.19,165631.69,98428.0,1997,4,165631.69,5265032.53,1560569.1425,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-04-01
5821797.07,5561477.54,104623.13,1997,5,165631.69,5265032.53,1514593.1525,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-05-01
5821797.07,5561477.54,1648312.38,1997,5,5561477.54,81059.8,2863554.615,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-05-01
5821797.07,5561477.54,3808542.03,1997,5,5561477.54,81059.8,4212516.077500001,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-05-01
5821797.07,260319.52,69733.68,1997,5,5561477.54,81059.8,4236188.035,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-05-01
5821797.07,260319.52,43080.63,1997,5,260319.52,81059.8,2910898.53,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-05-01
5821797.07,260319.52,147505.22,1997,5,260319.52,5745381.5,1585609.025,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-05-01
5601424.21,5343147.14,64908.26,1997,6,260319.52,5745381.5,1531026.4249999998,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-06-01
5601424.21,5343147.14,1552560.14,1997,6,5343147.14,5745381.5,2801733.33,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-06-01
5601424.21,5343147.14,3717570.44,1997,6,5343147.14,5745381.5,4072440.235,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-06-01
5601424.21,5343147.14,8108.29,1997,6,5343147.14,165631.69,5343147.14,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-06-01
5601424.21,258277.07,116286.13,1997,6,5343147.14,165631.69,4071929.6224999996,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-06-01
5601424.21,258277.07,38936.41,1997,6,258277.07,165631.69,2800712.1049999995,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-06-01
5601424.21,258277.07,103054.53,1997,6,258277.07,5561477.54,1529494.5875,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-06-01
6667423.3,6438999.04,32495.31,1997,7,258277.07,5561477.54,1803457.5625,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-07-01
6667423.3,6438999.04,2233686.1,1997,7,6438999.04,5561477.54,3348638.0549999997,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-07-01
6667423.3,6438999.04,4169606.88,1997,7,6438999.04,260319.52,4893818.547499999,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-07-01
6667423.3,6438999.04,3210.75,1997,7,6438999.04,260319.52,6438999.04,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-07-01
6667423.3,228424.27,62330.79,1997,7,6438999.04,260319.52,4886355.3475,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-07-01
6667423.3,228424.27,10908.01,1997,7,228424.27,5343147.14,3333711.6550000003,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-07-01
6667423.3,228424.27,5467.5,1997,7,228424.27,5343147.14,1781067.9625,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-07-01
6667423.3,228424.27,149717.98,1997,7,228424.27,5343147.14,228424.27,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-07-01
7718144.98,7413700.62,129816.53,1997,8,228424.27,5343147.14,2024743.3575,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-08-01
7718144.98,7413700.62,1988945.93,1997,8,7413700.62,258277.07,3821062.4450000003,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-08-01
7718144.98,7413700.62,5260661.48,1997,8,7413700.62,258277.07,5617381.532500001,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-08-01
7718144.98,7413700.62,34276.69,1997,8,7413700.62,258277.07,7413700.62,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-08-01
7718144.98,304444.36,85259.68,1997,8,7413700.62,6438999.04,5636386.555,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-08-01
7718144.98,304444.36,40601.25,1997,8,304444.36,6438999.04,3859072.4899999998,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-08-01
7718144.98,304444.36,2923.2,1997,8,304444.36,6438999.04,2081758.425,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-08-01
7718144.98,304444.36,175660.24,1997,8,304444.36,6438999.04,304444.36,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-08-01
6594436.93,6327083.61,64160.5,1997,9,304444.36,228424.27,1810104.1725,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-09-01
6594436.93,6327083.61,1691231.05,1997,9,6327083.61,228424.27,3315763.9850000003,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-09-01
6594436.93,6327083.61,4539446.41,1997,9,6327083.61,228424.27,4821423.7975,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-09-01
6594436.93,6327083.61,32245.65,1997,9,6327083.61,228424.27,6327083.61,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-09-01
6594436.93,267353.32,98168.91,1997,9,6327083.61,7413700.62,4812151.0375,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-09-01
6594436.93,267353.32,26277.49,1997,9,267353.32,7413700.62,3297218.465,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-09-01
6594436.93,267353.32,142906.93,1997,9,267353.32,7413700.62,1782285.8925,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-09-01
4898178.92,4489780.85,32846.69,1997,10,267353.32,7413700.62,1322960.2025,-0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-10-01
4898178.92,4489780.85,1611629.17,1997,10,4489780.85,304444.36,2378567.085,-0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-10-01
4898178.92,4489780.85,2775078.56,1997,10,4489780.85,304444.36,3434173.9674999993,-0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-10-01
4898178.92,4489780.85,70226.43,1997,10,4489780.85,304444.36,4489780.85,-0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-10-01
4898178.92,408398.07,141802.35,1997,10,4489780.85,304444.36,3469435.155,-0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-10-01
4898178.92,408398.07,56762.87,1997,10,408398.07,6327083.61,2449089.46,-0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-10-01
4898178.92,408398.07,209832.85,1997,10,408398.07,6327083.61,1428743.765,-0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-10-01
4845901.57,4582553.86,65079.84,1997,11,408398.07,6327083.61,1451937.0175,-0.5000000000000004,0.8660254037844384,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-11-01
4845901.57,4582553.86,1578630.89,1997,11,4582553.86,6327083.61,2495475.965,-0.5000000000000004,0.8660254037844384,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-11-01
4845901.57,4582553.86,2937102.18,1997,11,4582553.86,267353.32,3539014.9125,-0.5000000000000004,0.8660254037844384,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-11-01
4845901.57,4582553.86,1740.96,1997,11,4582553.86,267353.32,4582553.86,-0.5000000000000004,0.8660254037844384,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-11-01
4845901.57,263347.71,94517.13,1997,11,4582553.86,267353.32,3502752.3225000002,-0.5000000000000004,0.8660254037844384,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-11-01
4845901.57,263347.71,38726.24,1997,11,263347.71,4489780.85,2422950.785,-0.5000000000000004,0.8660254037844384,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-11-01
4845901.57,263347.71,1654.13,1997,11,263347.71,4489780.85,1343149.2475,-0.5000000000000004,0.8660254037844384,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-11-01
4845901.57,263347.71,128450.22,1997,11,263347.71,4489780.85,263347.71,-0.5000000000000004,0.8660254037844384,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-11-01
3472320.57,3290445.72,98125.5,1997,12,263347.71,4489780.85,1020122.2125000001,-2.4492935982947064e-16,1.0,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-12-01
3472320.57,3290445.72,797362.23,1997,12,3290445.72,408398.07,1776896.715,-2.4492935982947064e-16,1.0,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-12-01
3472320.57,3290445.72,2393495.72,1997,12,3290445.72,408398.07,2533671.2175000003,-2.4492935982947064e-16,1.0,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-12-01
3472320.57,3290445.72,1462.27,1997,12,3290445.72,408398.07,3290445.72,-2.4492935982947064e-16,1.0,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-12-01
3472320.57,181874.85,51417.31,1997,12,3290445.72,4582553.86,2513303.0025000004,-2.4492935982947064e-16,1.0,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1997-12-01
3472320.57,181874.85,36456.21,1997,12,181874.85,4582553.86,1736160.2850000001,-2.4492935982947064e-16,1.0,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1997-12-01
3472320.57,181874.85,2628.0,1997,12,181874.85,4582553.86,959017.5674999999,-2.4492935982947064e-16,1.0,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1997-12-01
3472320.57,181874.85,91373.33,1997,12,181874.85,4582553.86,181874.85,-2.4492935982947064e-16,1.0,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1997-12-01
4226295.32,3867858.68,32550.36,1998,1,181874.85,263347.71,1103370.8074999999,0.49999999999999994,0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-01-01
4226295.32,3867858.68,1439537.95,1998,1,3867858.68,263347.71,2024866.7650000001,0.49999999999999994,0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-01-01
4226295.32,3867858.68,2395770.37,1998,1,3867858.68,263347.71,2946362.7225,0.49999999999999994,0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-01-01
4226295.32,358436.64,72625.78,1998,1,3867858.68,263347.71,2990503.17,0.49999999999999994,0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-01-01
4226295.32,358436.64,55866.02,1998,1,358436.64,3290445.72,2113147.66,0.49999999999999994,0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-01-01
4226295.32,358436.64,2247.75,1998,1,358436.64,3290445.72,1235792.1500000001,0.49999999999999994,0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-01-01
4226295.32,358436.64,227697.09,1998,1,358436.64,3290445.72,358436.64,0.49999999999999994,0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-01-01
5483581.15,5185211.01,99335.35,1998,2,358436.64,3290445.72,1565130.2325,0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-02-01
5483581.15,5185211.01,1782180.1,1998,2,5185211.01,181874.85,2771823.825,0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-02-01
5483581.15,5185211.01,3303695.56,1998,2,5185211.01,181874.85,3978517.4174999995,0.8660254037844386,0.5000000000000001,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-02-01
5483581.15,298370.15,42497.77,1998,2,5185211.01,181874.85,3963500.7949999995,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-02-01
5483581.15,298370.15,58416.0,1998,2,298370.15,181874.85,2741790.5799999996,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-02-01
5483581.15,298370.15,450.0,1998,2,298370.15,3867858.68,1520080.365,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-02-01
5483581.15,298370.15,197006.38,1998,2,298370.15,3867858.68,298370.15,0.8660254037844386,0.5000000000000001,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-02-01
5424909.44,4904563.52,64457.13,1998,3,298370.15,3867858.68,1449918.4925,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-03-01
5424909.44,4904563.52,1513251.69,1998,3,4904563.52,358436.64,2601466.835,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-03-01
5424909.44,4904563.52,3320375.16,1998,3,4904563.52,358436.64,3753015.1774999993,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-03-01
5424909.44,4904563.52,6479.55,1998,3,4904563.52,358436.64,4904563.52,1.0,6.123233995736766e-17,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-03-01
5424909.44,520345.91,93319.41,1998,3,4904563.52,358436.64,3808509.1174999997,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-03-01
5424909.44,520345.91,87639.02,1998,3,520345.91,5185211.01,2712454.715,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-03-01
5424909.44,520345.91,8549.98,1998,3,520345.91,5185211.01,1616400.3124999998,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-03-01
5424909.44,520345.91,330837.5,1998,3,520345.91,5185211.01,520345.91,1.0,6.123233995736766e-17,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-03-01
5461736.45,5132437.2,132064.91,1998,4,520345.91,298370.15,1673368.7325,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-04-01
5461736.45,5132437.2,1449262.71,1998,4,5132437.2,298370.15,2826391.555,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-04-01
5461736.45,5132437.2,3548621.08,1998,4,5132437.2,298370.15,3979414.3775000004,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-04-01
5461736.45,5132437.2,2488.5,1998,4,5132437.2,298370.15,5132437.2,0.8660254037844387,-0.4999999999999998,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-04-01
5461736.45,329299.25,82520.09,1998,4,5132437.2,4904563.52,3931652.7125000004,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-04-01
5461736.45,329299.25,37825.62,1998,4,329299.25,4904563.52,2730868.2250000006,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-04-01
5461736.45,329299.25,7499.99,1998,4,329299.25,4904563.52,1530083.7375000003,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-04-01
5461736.45,329299.25,201453.55,1998,4,329299.25,4904563.52,329299.25,0.8660254037844387,-0.4999999999999998,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-04-01
6165375.92,5843281.91,65215.91,1998,5,329299.25,520345.91,1707794.9150000003,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-05-01
6165375.92,5843281.91,1732086.98,1998,5,5843281.91,520345.91,3086290.58,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-05-01
6165375.92,5843281.91,4045979.03,1998,5,5843281.91,520345.91,4464786.245,0.49999999999999994,-0.8660254037844387,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-05-01
6165375.92,322094.01,92372.01,1998,5,5843281.91,520345.91,4462984.9350000005,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-05-01
6165375.92,322094.01,48607.68,1998,5,322094.01,5132437.2,3082687.9600000004,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-05-01
6165375.92,322094.01,12112.5,1998,5,322094.01,5132437.2,1702390.9850000003,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-05-01
6165375.92,322094.01,169001.83,1998,5,322094.01,5132437.2,322094.01,0.49999999999999994,-0.8660254037844387,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-05-01
8121157.67,7769364.87,130952.14,1998,6,322094.01,5132437.2,2183911.725,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-06-01
8121157.67,7769364.87,2116111.58,1998,6,7769364.87,329299.25,4045729.4400000004,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-06-01
8121157.67,7769364.87,5458205.16,1998,6,7769364.87,329299.25,5907547.155,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-06-01
8121157.67,7769364.87,64096.0,1998,6,7769364.87,329299.25,7769364.87,1.2246467991473532e-16,-1.0,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-06-01
8121157.67,351792.8,104620.77,1998,6,7769364.87,329299.25,5914971.8525,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-06-01
8121157.67,351792.8,55198.5,1998,6,351792.8,5843281.91,4060578.8350000004,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-06-01
8121157.67,351792.8,10329.01,1998,6,351792.8,5843281.91,2206185.8175000004,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-06-01
8121157.67,351792.8,181644.53,1998,6,351792.8,5843281.91,351792.8,1.2246467991473532e-16,-1.0,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-06-01
5923861.5,5559087.11,75842.5,1998,7,351792.8,322094.01,1653616.3775000004,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-07-01
5923861.5,5559087.11,1522259.05,1998,7,5559087.11,322094.01,2955439.955,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-07-01
5923861.5,5559087.11,3956998.55,1998,7,5559087.11,322094.01,4257263.532500001,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-07-01
5923861.5,5559087.11,3987.01,1998,7,5559087.11,322094.01,5559087.11,-0.4999999999999997,-0.8660254037844388,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-07-01
5923861.5,364774.4,81266.83,1998,7,5559087.11,7769364.87,4260508.9325,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-07-01
5923861.5,364774.4,86787.69,1998,7,364774.4,7769364.87,2961930.7550000004,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-07-01
5923861.5,364774.4,1950.0,1998,7,364774.4,7769364.87,1663352.5775000001,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-07-01
5923861.5,364774.4,194769.88,1998,7,364774.4,7769364.87,364774.4,-0.4999999999999997,-0.8660254037844388,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-07-01
6021058.34,5559552.79,1703023.93,1998,8,364774.4,351792.8,1663468.9975,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-08-01
6021058.34,5559552.79,3856528.86,1998,8,5559552.79,351792.8,2962163.5949999997,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-08-01
6021058.34,5559552.79,0.0,1998,8,5559552.79,351792.8,4260858.1925,-0.8660254037844385,-0.5000000000000004,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-08-01
6021058.34,461505.55,79854.54,1998,8,5559552.79,351792.8,4285040.98,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-08-01
6021058.34,461505.55,66790.54,1998,8,461505.55,5559087.11,3010529.17,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-08-01
6021058.34,461505.55,2700.01,1998,8,461505.55,5559087.11,1736017.36,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-08-01
6021058.34,461505.55,312160.46,1998,8,461505.55,5559087.11,461505.55,-0.8660254037844385,-0.5000000000000004,1.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-08-01
5983621.0,5553611.35,101598.68,1998,9,461505.55,5559087.11,1734532.0,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-09-01
5983621.0,5553611.35,1471564.75,1998,9,5553611.35,364774.4,3007558.45,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-09-01
5983621.0,5553611.35,3807197.91,1998,9,5553611.35,364774.4,4280584.899999999,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-09-01
5983621.0,5553611.35,173250.0,1998,9,5553611.35,364774.4,5553611.35,-1.0,-1.8369701987210297e-16,0.0,ESTADOS UNIDOS DE AMERICA,REPOSADO,1998-09-01
5983621.0,430009.65,52791.02,1998,9,5553611.35,364774.4,4272710.925,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,AÑEJO,1998-09-01
5983621.0,430009.65,57525.02,1998,9,430009.65,5559552.79,2991810.5,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,BLANCO,1998-09-01
5983621.0,430009.65,11475.01,1998,9,430009.65,5559552.79,1710910.0750000002,-1.0,-1.8369701987210297e-16,1.0,ESTADOS UNIDOS DE AMERICA,JOVEN,1998-09-01
