SubCategoria,Year,Valor,AñoArchivo,Mes
Tequila 100%,2019,91.7,2019,7
Tequila,2019,30.8,2019,7
Total,2019,122.5,2019,7
Tequila 100%,2019,95.5,2019,8
Tequila,2019,30.0,2019,8
Total,2019,125.5,2019,8
Tequila 100%,2019,69.6,2019,9
Tequila,2019,20.7,2019,9
Total,2019,90.3,2019,9
Tequila 100%,2019,92.8,2019,10
Tequila,2019,30.0,2019,10
Total,2019,122.8,2019,10
Tequila 100%,2019,96.1,2019,11
Tequila,2019,29.0,2019,11
Total,2019,125.1,2019,11
Tequila 100%,2019,68.1,2019,12
Tequila,2019,11.9,2019,12
Total,2019,80.1,2019,12
Tequila 100%,2020,75.7,2020,1
Tequila,2020,18.1,2020,1
Total,2020,93.8,2020,1
Tequila 100%,2020,81.8,2020,2
Tequila,2020,29.3,2020,2
Total,2020,111.1,2020,2
Tequila 100%,2020,99.0,2020,3
Tequila,2020,29.1,2020,3
Total,2020,128.2,2020,3
Tequila 100%,2020,83.6,2020,4
Tequila,2020,20.4,2020,4
Total,2020,104.0,2020,4
Tequila 100%,2020,101.8,2020,5
Tequila,2020,30.8,2020,5
Total,2020,132.6,2020,5
Tequila 100%,2020,94.4,2020,6
Tequila,2020,26.0,2020,6
Total,2020,120.4,2020,6
Tequila 100%,2020,81.8,2020,7
Tequila,2020,28.9,2020,7
Total,2020,110.7,2020,7
Tequila 100%,2020,77.4,2020,8
Tequila,2020,27.7,2020,8
Total,2020,105.0,2020,8
Tequila 100%,2020,80.5,2020,9
Tequila,2020,34.5,2020,9
Total,2020,115.0,2020,9
Tequila 100%,2020,111.0,2020,10
Tequila,2020,27.6,2020,10
Total,2020,138.6,2020,10
Tequila 100%,2020,115.2,2020,11
Tequila,2020,25.9,2020,11
Total,2020,141.1,2020,11
Tequila 100%,2020,90.6,2020,12
Tequila,2020,16.0,2020,12
Total,2020,106.5,2020,12
Tequila 100%,2021,117.4,2021,1
Tequila,2021,20.4,2021,1
Total,2021,137.8,2021,1
Tequila 100%,2021,129.2,2021,2
Tequila,2021,25.5,2021,2
Total,2021,154.7,2021,2
Tequila 100%,2021,141.8,2021,3
Tequila,2021,27.9,2021,3
Total,2021,169.7,2021,3
Tequila 100%,2021,135.6,2021,4
Tequila,2021,24.2,2021,4
Total,2021,159.8,2021,4
Tequila 100%,2021,154.7,2021,5
Tequila,2021,30.6,2021,5
Total,2021,185.3,2021,5
Tequila 100%,2021,151.2,2021,6
Tequila,2021,31.7,2021,6
Total,2021,182.9,2021,6
Tequila 100%,2021,130.1,2021,7
Tequila,2021,40.5,2021,7
Total,2021,170.6,2021,7
Tequila 100%,2021,114.5,2021,8
Tequila,2021,37.6,2021,8
Total,2021,152.1,2021,8
Tequila 100%,2021,127.8,2021,9
Tequila,2021,23.0,2021,9
Total,2021,150.8,2021,9
Tequila 100%,2021,170.2,2021,10
Tequila,2021,26.0,2021,10
Total,2021,196.2,2021,10
Tequila 100%,2021,163.6,2021,11
Tequila,2021,42.7,2021,11
Total,2021,206.3,2021,11
Tequila 100%,2021,138.1,2021,12
Tequila,2021,14.2,2021,12
Total,2021,152.3,2021,12
Tequila 100%,2022,170.0,2022,1
Tequila,2022,20.3,2022,1
Total,2022,190.3,2022,1
Tequila 100%,2022,163.2,2022,2
Tequila,2022,40.6,2022,2
Total,2022,203.9,2022,2
Tequila 100%,2022,195.3,2022,3
Tequila,2022,35.3,2022,3
Total,2022,230.6,2022,3
Tequila 100%,2022,164.2,2022,4
Tequila,2022,34.8,2022,4
Total,2022,199.0,2022,4
Tequila 100%,2022,219.3,2022,5
Tequila,2022,17.0,2022,5
Total,2022,236.3,2022,5
Tequila 100%,2022,201.2,2022,6
Tequila,2022,33.2,2022,6
Total,2022,234.4,2022,6
Tequila 100%,2022,171.8,2022,7
Tequila,2022,46.4,2022,7
Total,2022,218.2,2022,7
Tequila 100%,2022,174.8,2022,8
Tequila,2022,35.0,2022,8
Total,2022,209.8,2022,8
Tequila 100%,2022,174.9,2022,9
Tequila,2022,16.5,2022,9
Total,2022,191.5,2022,9
Tequila 100%,2022,203.2,2022,10
Tequila,2022,47.0,2022,10
Total,2022,250.2,2022,10
Tequila 100%,2022,216.7,2022,11
Tequila,2022,46.3,2022,11
Total,2022,263.0,2022,11
Tequila 100%,2022,165.8,2022,12
Tequila,2022,17.9,2022,12
Total,2022,183.7,2022,12
Tequila 100%,2023,191.6,2023,1
Tequila,2023,23.5,2023,1
Total,2023,215.1,2023,1
Tequila 100%,2023,187.7,2023,2
Tequila,2023,36.5,2023,2
Total,2023,224.2,2023,2
Tequila 100%,2023,197.3,2023,3
Tequila,2023,43.9,2023,3
Total,2023,241.2,2023,3
Tequila 100%,2023,180.6,2023,4
Tequila,2023,36.5,2023,4
Total,2023,217.1,2023,4
Tequila 100%,2023,202.2,2023,5
Tequila,2023,48.8,2023,5
Total,2023,250.9,2023,5
Tequila 100%,2023,187.8,2023,6
Tequila,2023,26.6,2023,6
Total,2023,214.4,2023,6
Tequila 100%,2023,184.6,2023,7
Tequila,2023,24.3,2023,7
Total,2023,208.8,2023,7
Tequila 100%,2023,148.9,2023,8
Tequila,2023,22.1,2023,8
Total,2023,171.0,2023,8
Tequila 100%,2023,130.1,2023,9
Tequila,2023,21.8,2023,9
Total,2023,151.9,2023,9
Tequila 100%,2023,132.2,2023,10
Tequila,2023,28.0,2023,10
Total,2023,160.3,2023,10
Tequila 100%,2023,123.7,2023,11
Tequila,2023,27.8,2023,11
Total,2023,151.5,2023,11
Tequila 100%,2023,73.9,2023,12
Tequila,2023,7.7,2023,12
Total,2023,81.6,2023,12
Tequila 100%,2024,133.7,2024,1
Tequila,2024,24.4,2024,1
Total,2024,158.1,2024,1
Tequila 100%,2024,139.8,2024,2
Tequila,2024,32.1,2024,2
Total,2024,171.9,2024,2
Tequila 100%,2024,148.7,2024,3
Tequila,2024,23.7,2024,3
Total,2024,172.5,2024,3
Tequila 100%,2024,152.6,2024,4
Tequila,2024,24.8,2024,4
Total,2024,177.4,2024,4
Tequila 100%,2024,144.7,2024,5
Tequila,2024,25.1,2024,5
Total,2024,169.8,2024,5
Tequila 100%,2024,133.3,2024,6
Tequila,2024,25.3,2024,6
Total,2024,158.6,2024,6
Tequila 100%,2024,129.4,2024,7
Tequila,2024,34.3,2024,7
Total,2024,163.6,2024,7
Tequila 100%,2024,122.8,2024,8
Tequila,2024,24.4,2024,8
Total,2024,147.2,2024,8
Tequila 100%,2024,122.9,2024,9
Tequila,2024,17.9,2024,9
Total,2024,140.8,2024,9
Tequila 100%,2024,144.4,2024,10
Tequila,2024,19.7,2024,10
Total,2024,164.1,2024,10
Tequila 100%,2024,146.5,2024,11
Tequila,2024,17.6,2024,11
Total,2024,164.1,2024,11
Tequila 100%,2024,80.1,2024,12
Tequila,2024,23.0,2024,12
Total,2024,103.1,2024,12
Tequila 100%,2025,139.1,2025,1
Tequila,2025,21.9,2025,1
Total,2025,161.1,2025,1
Tequila 100%,2025,142.6,2025,2
Tequila,2025,31.8,2025,2
Total,2025,174.4,2025,2
