Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.09573976138139358,817912.1436879862
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.615799787639615,5260824.939645288
TEQUILA 100% DE AGAVE,JOVEN,0.16154314697745947,1380075.5269911878
TEQUILA 100% DE AGAVE,REPOSADO,0.1269173040015319,1084264.2877859424
