Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.31052660788166614,60807.023653834
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.06668831338998049,13058.841808764231
TEQUILA 100% DE AGAVE,JOVEN,0.34689900940714125,67929.43256749828
TEQUILA 100% DE AGAVE,REPOSADO,0.27588606932121224,54023.74649122202
