textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2001,0.653675
Tequila,2001,6.917774875
Total,2001,7.571449875

SubCategoria,Year,Valor
Tequila 100%,2001,0.7
Tequila,2001,6.9
Total,2001,7.6

