textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2001,0.4280815
Tequila,2001,4.76563725
Total,2001,5.19371875

SubCategoria,Year,Valor
Tequila 100%,2001,0.4
Tequila,2001,4.8
Total,2001,5.2

