textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2013,5.146216625
Tequila,2013,9.10227175
Total,2013,14.248488375

SubCategoria,Year,Valor
Tequila 100%,2013,5.1
Tequila,2013,9.1
Total,2013,14.2

