Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.3211819572365899,22884.993085716043
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.16263066850964014,11587.829392380623
TEQUILA 100% DE AGAVE,JOVEN,0.21751206015034108,15498.261594232945
TEQUILA 100% DE AGAVE,REPOSADO,0.29867531410342885,21281.340200240724
