Categoria,Clase,Porcentaje_Normalizado,Litros_Estimados
TEQUILA 100% DE AGAVE,BLANCO,0.309095630126347,18247.9385053889
TEQUILA 100% DE AGAVE,EXTRA AÑEJO,0.19721722343203615,11643.023759088013
TEQUILA 100% DE AGAVE,JOVEN,0.17889359868199375,10561.260236588783
TEQUILA 100% DE AGAVE,REPOSADO,0.3147935477596232,18584.32388404435
