textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2008,67.970378
Tequila,2008,20.906812
Total,2008,88.87719

SubCategoria,Year,Valor
Tequila 100%,2008,68.0
Tequila,2008,20.9
Total,2008,88.9

