Valor,Year,Lag_1,Lag_12,MA_4,MA_12,Month_sin,Month_cos,Mes_Aug,Mes_Dec,Mes_Feb,Mes_Jan,Mes_Jul,Mes_Jun,Mes_Mar,Mes_May,Mes_Nov,Mes_Oct,Mes_Sep,Fecha
0.24502881915882285,0.0,0.18061932859570407,0.46379890899040965,0.01626861029557425,0.3821455720837479,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-01-01
0.39197736092248103,0.0,0.24502881915882285,0.43069633854197154,0.054198217353820355,0.37132425655611145,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-02-01
0.36067158306339386,0.0,0.39197736092248103,0.40088132358929374,0.07176101600028606,0.3600862973880954,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1998-03-01
0.3860905269706161,0.0,0.36067158306339386,0.45446348158280114,0.17222547247573872,0.34097718446971137,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-04-01
0.46538411546330927,0.0,0.3860905269706161,0.4339492894937629,0.2799674589429796,0.349762699772201,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998-05-01
0.6802355837017496,0.0,0.46538411546330927,0.40959488318039927,0.42091035461470294,0.42540231101771875,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1998-06-01
0.43368264085718433,0.0,0.6802355837017496,0.5318354068631822,0.4566088675740093,0.39797023206926685,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-07-01
0.4337345867150768,0.0,0.43368264085718433,0.6405618064557147,0.47990427152535775,0.34016543602034877,0.06698729810778081,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-08-01
0.43307182860238846,0.0,0.4337345867150768,0.5193514199563896,0.46410528673996676,0.31605171352455597,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1998-09-01
0.40938942664840783,0.0,0.43307182860238846,0.3144032407852604,0.33167596247438424,0.3425987855597028,0.0669872981077807,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998-10-01
0.4344291082340417,0.0,0.40938942664840783,0.3247519214108341,0.3320409452062013,0.37325175001711286,0.24999999999999978,0.9330127018922192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1998-11-01
0.30742921264445755,0.0,0.4344291082340417,0.18061932859570407,0.2702843542275465,0.40869302072421476,0.4999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-12-01
0.4801802351715303,0.047619047619051,0.30742921264445755,0.24502881915882285,0.2933178523471124,0.47441396238882927,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01
0.20133997445941032,0.047619047619051,0.4801802351715303,0.39197736092248103,0.19159276727681773,0.42113395766983963,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-02-01
0.421364787441187,0.047619047619051,0.20133997445941032,0.36067158306339386,0.1852050112406639,0.43809670708460846,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1999-03-01
0.37947429143127487,0.047619047619051,0.421364787441187,0.3860905269706161,0.22043121198945215,0.43624757839427986,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-04-01
0.6146101944082989,0.047619047619051,0.37947429143127487,0.46538411546330927,0.28616029176099544,0.47795380579225943,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999-05-01
0.6397315048804827,0.047619047619051,0.6146101944082989,0.6802355837017496,0.5005103669809418,0.4666335839261597,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1999-06-01
0.5796257623313716,0.047619047619051,0.6397315048804827,0.43368264085718433,0.5778915422958714,0.507422278867458,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-07-01
0.5731082738957083,0.047619047619051,0.5796257623313716,0.4337345867150768,0.6725682315706921,0.5463749252945824,0.06698729810778081,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-08-01
0.640693851871623,0.047619047619051,0.5731082738957083,0.43307182860238846,0.6853217488065401,0.6044018558184852,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999-09-01
0.44770026764353676,0.047619047619051,0.640693851871623,0.40938942664840783,0.5914287164598998,0.6151091038923266,0.0669872981077807,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999-10-01
0.3752862748799959,0.047619047619051,0.44770026764353676,0.4344291082340417,0.49151760626226937,0.5985796576034246,0.24999999999999978,0.9330127018922192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999-11-01
0.40165017538313974,0.047619047619051,0.3752862748799959,0.30742921264445755,0.4076837414110531,0.6249128623985776,0.4999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-12-01
0.5237014304374213,0.0952380952380878,0.40165017538313974,0.4801802351715303,0.3504806875324843,0.6370763185399144,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01-01
0.5084718448101476,0.0952380952380878,0.5237014304374213,0.20133997445941032,0.3801947473008974,0.7229146097861556,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-02-01
0.5252741133716986,0.0952380952380878,0.5084718448101476,0.421364787441187,0.4535308001938304,0.751955552271995,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000-03-01
