Valor,Year,Lag_1,Lag_12,MA_4,MA_12,Month_sin,Month_cos,Mes_Aug,Mes_Dec,Mes_Feb,Mes_Jan,Mes_Jul,Mes_Jun,Mes_Mar,Mes_May,Mes_Nov,Mes_Oct,Mes_Sep,Fecha
0.28,0.0,0.0,0.20000000000000012,0.0,0.0038022813688214363,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-01-01
0.13,0.0,0.3142857142857142,0.10476190476190483,0.019011406844106404,0.017110266159695797,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-02-01
0.22000000000000008,0.0,0.17142857142857143,0.3428571428571429,0.07984790874524716,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1996-03-01
0.19999999999999996,0.0,0.2571428571428572,0.0857142857142858,0.1749049429657794,0.03041825095057038,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-04-01
0.28,0.0,0.23809523809523808,0.2571428571428572,0.1749049429657794,0.041825095057034245,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1996-05-01
0.19000000000000006,0.0,0.3142857142857142,0.16190476190476194,0.19771863117870714,0.05513307984790883,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1996-06-01
0.22999999999999998,0.0,0.2285714285714286,0.2285714285714286,0.20152091254752846,0.06273764258555148,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-01
0.43999999999999995,0.0,0.26666666666666666,0.3428571428571429,0.2927756653992395,0.0874524714828897,0.06698729810778081,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-01
0.32999999999999996,0.0,0.4666666666666666,0.3142857142857142,0.311787072243346,0.09695817490494307,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1996-09-01
0.25,0.0,0.3619047619047619,0.12380952380952381,0.33460076045627374,0.12927756653992417,0.0669872981077807,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996-10-01
0.17000000000000004,0.0,0.28571428571428575,0.10476190476190483,0.3117870722433458,0.15019011406844096,0.24999999999999978,0.9330127018922192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-11-01
0.06000000000000005,0.0,0.2095238095238095,0.0,0.16730038022813687,0.17110266159695842,0.4999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-12-01
0.30000000000000004,0.043478260869562746,0.10476190476190483,0.3142857142857142,0.155893536121673,0.1749049429657794,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-01-01
0.28,0.043478260869562746,0.3333333333333333,0.17142857142857143,0.16730038022813687,0.20342205323193907,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-02-01
0.27,0.043478260869562746,0.3142857142857142,0.2571428571428572,0.2053231939163498,0.21292775665399244,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1997-03-01
0.32999999999999996,0.043478260869562746,0.30476190476190484,0.23809523809523808,0.30798479087452457,0.2376425855513311,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-04-01
0.29000000000000004,0.043478260869562746,0.3619047619047619,0.3142857142857142,0.3041825095057036,0.2395437262357416,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1997-05-01
0.28,0.043478260869562746,0.3238095238095238,0.2285714285714286,0.30418250950570336,0.2566539923954374,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1997-06-01
0.4,0.043478260869562746,0.3142857142857142,0.26666666666666666,0.35361216730038025,0.2889733840304183,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-07-01
0.48,0.043478260869562746,0.42857142857142855,0.4666666666666666,0.4106463878326996,0.29657794676806093,0.06698729810778081,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-08-01
0.39,0.043478260869562746,0.5047619047619047,0.3619047619047619,0.4486692015209124,0.30798479087452457,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997-09-01
0.27,0.043478260869562746,0.41904761904761906,0.28571428571428575,0.44486692015209117,0.311787072243346,0.0669872981077807,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997-10-01
0.17999999999999994,0.043478260869562746,0.30476190476190484,0.2095238095238095,0.3612167300380227,0.3136882129277567,0.24999999999999978,0.9330127018922192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997-11-01
0.07999999999999996,0.043478260869562746,0.219047619047619,0.10476190476190483,0.209125475285171,0.31749049429657794,0.4999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-12-01
0.13,0.08695652173912549,0.12380952380952381,0.3333333333333333,0.11026615969581743,0.28517110266159684,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-01-01
0.25,0.08695652173912549,0.17142857142857143,0.3142857142857142,0.10266159695817478,0.2794676806083649,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-02-01
0.29000000000000004,0.08695652173912549,0.28571428571428575,0.30476190476190484,0.14448669201520914,0.28326996197718635,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1998-03-01
0.2600000000000001,0.08695652173912549,0.3238095238095238,0.3619047619047619,0.21292775665399244,0.26996197718631176,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-04-01
0.3600000000000001,0.08695652173912549,0.29523809523809535,0.3238095238095238,0.30038022813688214,0.28326996197718657,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998-05-01
0.5399999999999999,0.08695652173912549,0.3904761904761906,0.3142857142857142,0.4106463878326996,0.332699619771863,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1998-06-01
0.31000000000000005,0.08695652173912549,0.5619047619047619,0.42857142857142855,0.418250950570342,0.31558935361216744,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-07-01
0.30000000000000004,0.08695652173912549,0.3428571428571429,0.5047619047619047,0.4334600760456273,0.28136882129277585,0.06698729810778081,0.24999999999999978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-08-01
0.31000000000000005,0.08695652173912549,0.3333333333333333,0.41904761904761906,0.4144486692015208,0.26615969581749077,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1998-09-01
0.3600000000000001,0.08695652173912549,0.3428571428571429,0.30476190476190484,0.3460076045627376,0.28326996197718635,0.0669872981077807,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998-10-01
0.31000000000000005,0.08695652173912549,0.3904761904761906,0.219047619047619,0.3460076045627378,0.30798479087452457,0.24999999999999978,0.9330127018922192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1998-11-01
0.17000000000000004,0.08695652173912549,0.3428571428571429,0.12380952380952381,0.29657794676806093,0.3250950570342206,0.4999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-12-01
0.31000000000000005,0.13043478260868824,0.2095238095238095,0.17142857142857143,0.2965779467680607,0.3593155893536124,0.75,0.9330127018922194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-01
0.07999999999999996,0.13043478260868824,0.3428571428571429,0.28571428571428575,0.1901140684410647,0.3269961977186311,0.9330127018922193,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-02-01
0.39,0.13043478260868824,0.12380952380952381,0.3238095238095238,0.22053231939163498,0.3460076045627378,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1999-03-01
0.25,0.13043478260868824,0.41904761904761906,0.29523809523809535,0.25095057034220525,0.3441064638783271,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-04-01
0.4700000000000001,0.13043478260868824,0.28571428571428575,0.3904761904761906,0.311787072243346,0.3650190114068439,0.75,0.06698729810778065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999-05-01
0.53,0.13043478260868824,0.4952380952380953,0.5619047619047619,0.4828897338403042,0.3631178707224334,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1999-06-01
0.42000000000000004,0.13043478260868824,0.5523809523809524,0.3428571428571429,0.49429657794676785,0.38403041825095063,0.2500000000000001,0.06698729810778059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-07-01
