textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2017,6.6170335
Envasado,2017,10.03106225
Total,2017,16.64809575

SubCategoria,Year,Valor
Granel,2017,6.6
Envasado,2017,10.0
Total,2017,16.6

